clusters.cut
AASS	2
ABCF2	2
ABTB2	2
ACAD9	2
ACADSB	2
ACAT1	2
ACSM5	2
ACYP2	2
ADK	2
AGPAT1	2
AIFM1	2
ALDH1L1	2
ALDH4A1	2
ALDH6A1	2
ANAPC11	2
ANGPTL4	2
ANKRD34A	2
ANXA6	1
AP2B1	2
APOO	2
APOOL	2
ARL10	2
ATP5MD	2
ATP5PO	4
AURKAIP1	2
B3GALT4_RPS18	2
BBS5_KLHL41	5
BCAT2	2
BCKDHB	2
BNIP3	2
CAP2	4
CBX1	2
CCDC51	2
CCNG1	5
CDC23	2
CDC34	4
CDC42EP2	2
CDC73	2
CDK5R1	2
CHCHD2	1
CISD1	2
CISD3	2
CKMT2	5
COQ10A	2
COQ3	2
COQ6	2
CREBBP	2
CSPP1	2
CUEDC1	1
CUNH9orf3	2
DBT	2
DEK	2
DHTKD1	2
DHX30	2
DICER1	2
DLAT	3
DNAJB6	3
DNAJC15	2
DNASE1L1	2
ECHDC1	2
ECSIT	2
EGF	2
EIF2B5	2
EIF2D	2
EIF4B	6
EMC10	2
EMC6	2
EPHX2	2
EPM2A	2
ERBB2	2
FAM204A	2
FASTKD5	2
FBXO25	2
FUZ	2
GATD3A	2
GATM	4
GBGT1	2
GCAT	2
GCDH	2
GCLC	2
GFM1	1
GNG14	2
GNL1	2
GOT1	4
GPT	2
GREB1L	2
GRPEL1	2
GTPBP10	2
HAGH	2
HAGHL	2
HDHD5	2
HIBADH	2
HIBCH	2
HMCN2	2
HMOX2	2
HSBP1	2
IMP4	2
IMPDH2	6
INO80C	2
KBTBD13	2
KIZ	2
KLF11	2
KLHL41	7
LAMTOR3	2
LARP7	2
LCOR	2
LOC113241105	2
LOC113241604	2
LOC113241731	2
LOC113242144	4
LOC113244197	2
LOC113244591	2
LOC113244843	4
LOC113245020	4
LOC113246148	2
LOC113246846	2
LOC113247190	2
LOC113248004	2
LOC113248167	2
LOC113248416	2
LOC113249420	2
LOC113251521	2
LOC113251944	2
LOC113252371	2
LOC113253205	2
LOC113253464_SEC11C	2
LOC113254576	2
LOC113254676_BTF3L4	2
LOC113254994	2
LOC113255131	1
LOC113256842	4
LOC113258537	2
LOC113259427	2
LOC113260424	2
LOC113261074	2
LOC113261110	2
LOC113261698	4
LOC113262771	2
LOC113262811	2
LOC113263118	2
LOC113264284	2
LOC113266361	2
LOC113268042	2
LOC113268412	2
LOC113270471	2
LOC113270775	2
LOC113271252	2
LSM1	2
MAP1LC3A	2
MB	8
MCCC2	2
MCTS1	2
METTL15	2
METTL26	2
MINOS1	2
MLLT6	2
MMP24	2
MRPL13	2
MRPL18	2
MRPL23	2
MRPL27	2
MRPL28	2
MRPL34	2
MRPL37	2
MRPL38	2
MRPL40	2
MRPL47	2
MRPS28	2
MRPS36	2
MSANTD3	2
MTG1	2
MTIF2	2
MTO1	2
MUT	2
MYCBP	2
NBEA	2
NCOA1	2
NDUFA10	2
NDUFA12	2
NDUFA8	2
NDUFB1	2
NDUFB2	2
NDUFB3	2
NDUFB4	2
NDUFB5	2
NDUFC1	2
NDUFC2	2
NDUFV1	2
NEURL2_SPATA25	2
NIPSNAP2	4
NOP53	2
NOP56	2
NQO1	5
NR2C1	2
NR3C2	2
NRAP	9
NT5DC3	1
NUBPL	2
NUDT8	2
NWD1	2
OGFR	2
OXCT1	2
OXSM	2
PACS1	2
PCCB	2
PDHX	2
PDLIM5	5
PDP1	1
PHKG1	2
PHOSPHO1	2
PIR	2
PITHD1	2
PLBD1	2
PLP2	2
PLPP1	2
PMPCA	2
PNPLA8	2
PNPT1	2
POLR2D	2
PPID	2
PRDX3	2
PRDX5	2
PRELID3B	2
PRKAR2A	5
PSMB7	2
PSMD13	2
PTCD3	2
PTGES2	2
PTGR1	2
PURA	2
PUS7	2
PXMP2	2
RAB12	2
RAB28	2
RASGEF1B	2
RGS3	2
RNASEH1	2
RPL10	5
RPL12	6
RPL13A	5
RPL18A	6
RPL21	6
RPL23A	6
RPL30	6
RPL36	6
RPS14	6
RPS21	2
RPS23	6
RPS27A	6
RRP7A	2
RTN4IP1	2
SAMM50	2
SAT2	2
SEL1L	2
SERF2	4
SESN3	2
SETD9	2
SGCA	2
SIRT3	2
SLC25A20	2
SLC25A33	2
SLC2A4RG	2
SLTM	2
SMG1	2
SMG5	4
SMIM4	2
SMS	2
SNRPD3	2
SNUPN	2
SPATA24	2
SSR2	2
SSR4	2
SUCLA2	4
TAPT1	2
TBC1D16	2
TBC1D25	2
TEFM	2
TEN1	2
TFB2M	2
THOC7	2
TIMM50	2
TLR9	2
TMEM62	2
TMX3	2
TOMM20	2
TPRG1L	2
TRAK1	4
TRAK2	1
TRMT112	2
TSFM	2
TTC28	2
TTC3	2
TTC38	2
UACA	4
UBA52	5
UBAP1L	2
UROD	2
USP4	2
VMA21	2
VWA7	2
WASHC1	2
WDR90	2
ZC3H6	2
ZFAND5	1
ZNF395	2
ZXDC	2
novelGene_1134	2
novelGene_1180	2
novelGene_1613	2
novelGene_2560	2
novelGene_370	2
novelGene_MBNL1_AS	2
novelGene_PACRG_AS	2
novelGene_PCSK6_AS	2
novelGene_PPP3CC_AS	2
